id,codigo_acao_empresa,nome_empresa,setor_codigo_empresa,setor_empresa,segmento_empresa
1,BRAP4,BRADESPAR,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
2,PMAM3,PARANAPANEMA,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
3,CSNA3,SID NACIONAL,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
4,SUZB3,SUZANO S.A.,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
5,BRKM5,BRASKEM,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
6,RANI3,IRANI,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
7,DEXP3,DEXXOS PAR,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
8,GGBR4,GERDAU,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
9,UNIP6,UNIPAR,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
10,KLBN11,KLABIN S/A,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
11,GOAU4,GERDAU MET,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
12,DXCO3,DEXCO,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
13,USIM3,USIMINAS,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
14,USIM5,USIMINAS,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
15,FESA4,FERBASA,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
16,VALE3,VALE,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
17,AALR3,ALLIAR,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
18,ALPA4,ALPARGATAS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
19,ABEV3,AMBEV S/A,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
20,AMER3,AMERICANAS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
21,ANIM3,ANIMA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
22,CMIN3,CSNMINERACAO,IMAT,SEGMENTS AND SECTORS,BM&FBOVESPA BASIC MATERIALS INDEX (IMAT)
23,ARZZ3,AREZZO CO,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
24,ASAI3,ASSAI,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
25,BKBR3,BK BRASIL,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
26,AGRO3,BRASILAGRO,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
27,BRFS3,BRF SA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
28,CAML3,CAMIL,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
29,CRFB3,CARREFOUR BR,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
30,CEAB3,CEA MODAS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
31,HGTX3,CIA HERING,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
32,COGN3,COGNA ON,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
33,CURY3,CURY S/A,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
34,CVCB3,CVC BRASIL,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
35,CYRE3,CYRELA REALT,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
36,PNVL3,DIMED,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
37,DIRR3,DIRECIONAL,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
38,ESPA3,ESPACOLASER,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
39,EVEN3,EVEN,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
40,EZTC3,EZTEC,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
41,FLRY3,FLEURY,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
42,GFSA3,GAFISA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
43,GRND3,GRENDENE,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
44,GMAT3,GRUPO MATEUS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
45,NTCO3,GRUPO NATURA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
46,SBFG3,GRUPO SBF,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
47,SOMA3,GRUPO SOMA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
48,GUAR3,GUARARAPES,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
49,HAPV3,HAPVIDA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
50,HBOR3,HELBOR,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
51,HYPE3,HYPERA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
52,PARD3,IHPARDINI,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
53,MEAL3,IMC S/A,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
54,GNDI3,INTERMEDICA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
55,MYPK3,IOCHP-MAXION,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
56,JBSS3,JBS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
57,JHSF3,JHSF PART,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
58,LAVV3,LAVVI,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
59,RENT3,LOCALIZA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
60,LCAM3,LOCAMERICA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
61,LAME3,LOJAS AMERIC,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
62,LAME4,LOJAS AMERIC,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
63,AMAR3,LOJAS MARISA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
64,LREN3,LOJAS RENNER,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
65,MDIA3,M.DIASBRANCO,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
66,MGLU3,MAGAZ LUIZA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
67,MRFG3,MARFRIG,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
68,MELK3,MELNICK,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
69,LEVE3,METAL LEVE,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
70,BEEF3,MINERVA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
71,MTRE3,MITRE REALTY,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
72,MOVI3,MOVIDA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
73,MRVE3,MRV,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
74,ODPV3,ODONTOPREV,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
75,PCAR3,P.ACUCAR-CBD,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
76,PGMN3,PAGUE MENOS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
77,PETZ3,PETZ,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
78,PLPL3,PLANOEPLANO,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
79,QUAL3,QUALICORP,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
80,LJQQ3,QUERO-QUERO,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
81,RADL3,RAIADROGASIL,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
82,RDOR3,REDE D OR,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
83,SMTO3,SAO MARTINHO,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
84,SEER3,SER EDUCA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
85,SLCE3,SLC AGRICOLA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
86,TECN3,TECHNOS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
87,TCSA3,TECNISA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
88,TEND3,TENDA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
89,SHOW3,TIME FOR FUN,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
90,TRIS3,TRISUL,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
91,VAMO3,VAMOS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
92,VIIA3,VIA,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
93,VIVA3,VIVARA S.A.,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
94,VULC3,VULCABRAS,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
95,YDUQ3,YDUQS PART,ICON,SEGMENTS AND SECTORS,BM&FBOVESPA CONSUMER STOCK INDEX (ICON)
96,ABCB4,ABC BRASIL,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
97,BRSR6,BANRISUL,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
98,BBSE3,BBSEGURIDADE,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
99,BBDC3,BRADESCO,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
100,BBDC4,BRADESCO,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
101,BBAS3,BRASIL,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
102,CCRO3,CCR SA,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
103,CMIG3,CEMIG,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
104,CMIG4,CEMIG,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
105,CESP6,CESP,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
106,CSMG3,COPASA,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
107,CPLE3,COPEL,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
108,CPLE6,COPEL,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
109,CPFE3,CPFL ENERGIA,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
110,ELET3,ELETROBRAS,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
111,ELET6,ELETROBRAS,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
112,ENAT3,ENAUTA PART,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
113,ENBR3,ENERGIAS BR,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
114,EGIE3,ENGIE BRASIL,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
115,ROMI3,INDS ROMI,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
116,ITSA4,ITAUSA,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
117,ITUB3,ITAUUNIBANCO,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
118,ITUB4,ITAUUNIBANCO,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
119,PETR4,PETROBRAS,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
120,BRDT3,PETROBRAS BR,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
121,PSSA3,PORTO SEGURO,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
122,SAPR4,SANEPAR,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
123,SANB11,SANTANDER BR,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
124,SYNE3,SYN PROP TEC,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
125,TAEE11,TAESA,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
126,TGMA3,TEGMA,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
127,VIVT3,TELEF BRASIL,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
128,TRPL4,TRAN PAULIST,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
129,WIZS3,WIZ S.A.,IDIV,SEGMENTS AND SECTORS,BM&FBOVESPA DIVIDEND INDEX (IDIV)
130,AESB3,AES BRASIL,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
131,ALUP11,ALUPAR,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
132,COCE5,COELCE,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
133,ENGI11,ENERGISA,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
134,ENEV3,ENEVA,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
135,EQTL3,EQUATORIAL,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
136,LIGT3,LIGHT S/A,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
137,NEOE3,NEOENERGIA,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
138,OMGE3,OMEGA GER,IEEX,SEGMENTS AND SECTORS,BM&FBOVESPA ELECTRIC UTILITIES INDEX (IEE)
139,B3SA3,B3,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
140,BMGB4,BANCO BMG,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
141,BIDI4,BANCO INTER,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
142,BIDI11,BANCO INTER,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
143,BPAN4,BANCO PAN,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
144,BOAS3,BOA VISTA,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
145,BPAC11,BTGP BANCO,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
146,CXSE3,CAIXA SEGURI,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
147,CIEL3,CIELO,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
148,CARD3,CSU CARDSYST,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
149,SULA11,SUL AMERICA,IFNC,SEGMENTS AND SECTORS,BM&FBOVESPA FINANCIALS INDEX (IFNC)
150,AERI3,AERIS,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
151,EMBR3,EMBRAER,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
152,INTB3,INTELBRAS,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
153,POMO4,MARCOPOLO,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
154,PTBL3,PORTOBELLO,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
155,POSI3,POSITIVO TEC,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
156,RAPT4,RANDON PART,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
157,TASA4,TAURUS ARMAS,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
158,TUPY3,TUPY,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
159,WEGE3,WEG,INDX,SEGMENTS AND SECTORS,BM&FBOVESPA INDUSTRIALS INDEX (INDX)
160,AMBP3,AMBIPAR,UTIL,SEGMENTS AND SECTORS,BM&FBOVESPA PUBLIC UTILITIES INDEX (UTIL)
161,SBSP3,SABESP,UTIL,SEGMENTS AND SECTORS,BM&FBOVESPA PUBLIC UTILITIES INDEX (UTIL)
162,SAPR11,SANEPAR,UTIL,SEGMENTS AND SECTORS,BM&FBOVESPA PUBLIC UTILITIES INDEX (UTIL)
163,ALSO3,ALIANSCSONAE,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
164,BBRK3,BR BROKERS,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
165,BRML3,BR MALLS PAR,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
166,BRPR3,BR PROPERT,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
167,IGTA3,IGUATEMI,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
168,JPSA3,JEREISSATI,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
169,LOGG3,LOG COM PROP,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
170,LPSB3,LOPES BRASIL,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
171,MULT3,MULTIPLAN,IMOB,SEGMENTS AND SECTORS,BM&FBOVESPA REAL ESTATE INDEX (IMOB)
172,BPFF11,FII ABSOLUTO,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
173,ALZR11,FII ALIANZA,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
174,BARI11,FII BARIGUI,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
175,BBPO11,FII BB PRGII,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
176,BCFF11,FII BC FFII,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
177,BRCR11,FII BC FUND,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
178,BCRI11,FII BEES CRI,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
179,BRCO11,FII BRESCO,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
180,BTLG11,FII BTLG,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
181,CPTS11,FII CAPI SEC,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
182,HGCR11,FII CSHG CRI,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
183,HGLG11,FII CSHG LOG,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
184,HGRU11,FII CSHG URB,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
185,DEVA11,FII DEVANT,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
186,VRTA11,FII FATOR VE,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
187,GTWR11,FII G TOWERS,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
188,GGRC11,FII GGRCOVEP,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
189,HABT11,FII HABIT II,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
190,HCTR11,FII HECTARE,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
191,HGBS11,FII HEDGEBS,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
192,HGRE11,FII HG REAL,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
193,HSML11,FII HSI MALL,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
194,HFOF11,FII HTOPFOF3,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
195,IRDM11,FII IRIDIUM,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
196,JSRE11,FII JS REAL,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
197,KISU11,FII KILIMA,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
198,KNRI11,FII KINEA,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
199,KNHY11,FII KINEA HY,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
200,KNIP11,FII KINEA IP,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
201,KNCR11,FII KINEA RI,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
202,KNSC11,FII KINEA SC,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
203,MALL11,FII MALLS BP,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
204,MCCI11,FII MAUA,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
205,MXRF11,FII MAXI REN,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
206,MGFF11,FII MOGNO,IFIL,SEGMENTS AND SECTORS,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3)
